Game ID,Rated,Start Time,End Time,No. of Turns,Game_status,Winner,Increment_time,White_id,White_rating,Black_id,Black_rating,Moves,Opening_eco,Opening_name,Opening_play
h8sFveY6,TRUE,1.50E+12,1.50E+12,41,resign,white,10+0,chesscarl,2263,wevertonsoares,2006,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O Qd3 d5 Bg5 h6 Bxf6 Qxf6 O-O-O Rd8 Kb1 dxc4 Qxc4 Bxc3 Qxc3 c5 Qxc5 Nc6 e4 Bd7 Bd3 Rac8 e5 Qf4 Rhe1 Qg4 Rg1 b6 Qa3 a5 h3 Qh5 g4 Qxh3 Bf1,E21,Nimzo-Indian Defense: Three Knights Variation,7
YTPvqqDg,TRUE,1.50E+12,1.50E+12,30,resign,black,10+0,rodrigo-sagastegui,1293,chesscarl,2263,e4 Nf6 h3 Nxe4 Qf3 Nf6 g4 e6 g5 Nd5 h4 Nc6 c3 Bd6 Qd1 O-O d3 b6 c4 Nde7 h5 Bb7 g6 Nd4 gxf7+ Rxf7 Rh4 Bf3 Nxf3 Nxf3+,B02,Alekhine Defense,2
x3qqYZK7,TRUE,1.50E+12,1.50E+12,55,mate,white,10+0,chesscarl,2257,withouttroble,1922,e4 c5 Nf3 Nc6 Nc3 g6 d4 cxd4 Nxd4 Bg7 Be3 e6 Bc4 Nge7 O-O O-O Qd2 f5 f3 f4 Bf2 Kh8 Nxc6 Nxc6 Rfd1 a6 Bc5 Rf7 Bxe6 Rf6 Bxd7 Bxd7 Qxd7 Qxd7 Rxd7 b5 Nd5 Rd8 Rxd8+ Nxd8 Nxf6 Bxf6 Rd1 Kg7 e5 Bg5 Rd7+ Kh6 Bf8+ Kh5 Rxh7+ Bh6 h4 Ne6 Rxh6#,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
TTXLxBqr,TRUE,1.50E+12,1.50E+12,72,resign,black,10+0,bdoq,2191,chesscarl,2239,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 b5 a3 Bb7 Bd3 Qb6 Be3 Bc5 Be2 Nc6 Nf3 Bxe3 fxe3 Qxe3 Qd6 Nf6 Rd1 Rd8 h3 Nxe4 Nxe4 Qxe4 Rd2 Ne7 O-O Nf5 Qe5 Qxe5 Nxe5 d6 g4 dxe5 Rxd8+ Kxd8 gxf5 exf5 Rxf5 f6 c4 bxc4 Bxc4 Ke7 b3 Rb8 Rh5 Rh8 Rh4 f5 Kf2 Kf6 Be2 a5 Rc4 Bd5 Rc5 Bxb3 Rxa5 Rc8 h4 Rc2 Ra6+ Ke7 Ke3 Rxe2+,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
tz5RAeQT,TRUE,1.50E+12,1.50E+12,78,resign,black,10+0,hayki34,1380,chesscarl,2239,d4 d5 c4 e6 e3 Nf6 Nc3 Be7 Nf3 O-O Be2 dxc4 Ne5 a6 Bf3 c5 Nxc4 cxd4 Ne2 e5 Qd3 Bb4+ Kf1 Re8 a3 e4 Bxe4 Nxe4 axb4 Nxf2 Qxd4 Nxh1 Qxd8 Rxd8 Nc3 Be6 Na5 b6 Nb7 Rd7 Kg1 Ng3 Nd6 Rxd6 hxg3 Rd3 Kf1 Nd7 Ke2 Ne5 Kf2 Rd7 e4 Nd3+ Kg1 Nxc1 Rxc1 Rd4 Rc2 Rad8 b5 a5 g4 Rd2 Rxd2 Rxd2 Kh2 Rxb2 g5 Rb3 Ne2 a4 Nd4 a3 Nc2 a2 e5 Rb1,D30,Queen's Gambit Declined,4
M0iO8NeI,TRUE,1.50E+12,1.50E+12,34,resign,black,10+0,klemi,1796,chesscarl,2235,d4 Nf6 c4 e6 a3 d5 Nc3 Be7 Bg5 O-O Bxf6 Bxf6 e3 c5 cxd5 cxd4 exd4 exd5 g3 Re8+ Nge2 Nc6 Qd3 Nxd4 O-O-O Bf5 Qxf5 Nxf5 Rxd5 Nd6 Nb5 Bxb2+ Kxb2 Nc4+,E00,Indian Game: East Indian Defense,4
DuBCgvJa,TRUE,1.50E+12,1.50E+12,56,mate,black,10+0,mavrincbor,1879,chesscarl,2230,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Bd2 Rb8 Qc1 Bc5 Be2 O-O O-O d5 Bf3 Ba6 Re1 Qb6 Be3 d4 Na4 dxe3 Nxb6 exf2+ Kh1 fxe1=Q+ Qxe1 axb6 b3 Rfd8 Rd1 Rxd1 Qxd1 Bb4 Qa1 Re8 c3 Bc5 Qb2 Bd3 b4 Be3 a4 Rd8 g3 Nxe4 Bxe4 Bxe4+ Qg2 Rd1#,B33,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
4Sqxp7eu,TRUE,1.50E+12,1.50E+12,49,resign,white,10+0,chesscarl,2217,g_king,2059,d4 e6 c4 f5 g3 Nf6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 b3 Nbd7 Bb2 Qh5 Qc2 g5 Nb5 Bd8 d5 e5 Qxf5 h6 h4 Nc5 Qc2 Nfe4 Nxe5 Nxg3 fxg3 Rxf1+ Rxf1 dxe5 Ba3 Nd7 Qf5 Nf6 Qxe5 Bd7 Nxc7 Bxc7 Qxc7 Qg6 Be7 Bf5 Qe5,A99,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line,15
zbVWQB0i,TRUE,1.50E+12,1.50E+12,72,mate,black,10+0,peshkach,2336,chesscarl,2185,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 b5 a3 Bb7 Be2 d6 O-O Nf6 Bd3 Nbd7 Re1 Be7 Bg5 O-O Nf3 Ng4 Bf4 Bf6 Bxd6 Nxf2 Kxf2 Qb6+ Re3 Qxd6 e5 Qc5 exf6 Nxf6 h3 e5 b4 Qb6 Nxe5 Rae8 Ke2 Qc7 Qf1 Rxe5 Rxe5 Qxe5+ Kd2 Rc8 Ne2 Nd5 Rb1 Qg5+ Ke1 Ne3 Qf2 Nxg2+ Kd1 Ne3+ Ke1 Re8 Rb3 Bd5 Rc3 Nc4 Qf5 Rxe2+ Kxe2 Qe3+ Kf1 Nd2#,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
e0t2usED,TRUE,1.50E+12,1.50E+12,70,resign,white,10+5,chesscarl,2175,krembrule,1936,e4 g6 d4 d6 Nc3 Bg7 f4 Nf6 Nf3 O-O Bd3 Nbd7 e5 dxe5 fxe5 Ne8 O-O c5 Be2 cxd4 Qxd4 Qb6 Qxb6 Nxb6 Bg5 f6 exf6 exf6 Bf4 Nd7 Rad1 Nc5 Nd4 a6 Bc4+ Kh8 b4 b5 Bd5 Nb7 a4 Ned6 Bxd6 Nxd6 Bxa8 bxa4 Nxa4 Nb5 c4 Nxd4 Rxd4 f5 Rd3 f4 Nc5 Bf5 Be4 Bg4 Rc1 Be2 Rd2 Bg4 Nxa6 f3 Rcc2 fxg2 Nc5 Bh6 Rd3 Rf5,B09,Pirc Defense: Austrian Attack |  Weiss Variation,11
jcoH8Yl5,TRUE,1.50E+12,1.50E+12,83,resign,white,10+5,chesscarl,2161,grewia,1984,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6 c3 Nge7 Bc4 d6 O-O Qg6 Nxc6 Nxc6 Bxc5 dxc5 Qf3 Ne5 Bb5+ c6 Qf4 f6 Be2 Bh3 Qg3 Qxg3 hxg3 Be6 f4 Nc4 Bxc4 Bxc4 Rd1 Ke7 Nd2 Be6 Kf2 a5 Nf3 Rad8 Rxd8 Rxd8 Rh1 h6 a3 b5 Ke3 Bc4 Rh5 Rd3+ Kf2 Kd6 Rh1 b4 e5+ fxe5 Nxe5 Rd2+ Ke3 Re2+ Kf3 Rxe5 fxe5+ Kxe5 Re1+ Kf5 g4+ Kf6 Kf4 g5+ Ke3 Be6 Rf1+ Kg6 Rd1 Bd5 g3 Kf6 Rf1+,C45,Scotch Game: Classical Variation,8
ynfbOFga,TRUE,1.50E+12,1.50E+12,57,resign,white,10+5,chesscarl,2150,ratnikmora,1915,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 h3 Nbd7 Bf4 O-O e3 c6 Be2 Re8 O-O e5 dxe5 dxe5 Nxe5 Nh5 Bxh5 Nxe5 Be2 Be6 Qb3 Qb6 Rfc1 Rad8 Ne4 f5 Nc3 Nd3 Bxd3 Rxd3 Qc2 Red8 Bg5 Rd2 Bxd8 Qxd8 Rd1 Rxd1+ Rxd1 Qb6 b3 Qb4 Ne2 a5 Nf4 Bf7 Rd8+ Bf8 Rd7 g5 Qxf5,E61,King's Indian Defense,6
VG0al8lF,TRUE,1.50E+12,1.50E+12,39,resign,black,10+5,ibonuribeetxebarria,1976,chesscarl,2135,e4 c5 c3 d5 exd5 Qxd5 d4 g6 Bb5+ Bd7 Bxd7+ Nxd7 Nf3 cxd4 cxd4 Qe6+ Be3 Bh6 d5 Qa6 Nc3 Bg7 Bd4 Ngf6 Qe2 Qxe2+ Kxe2 O-O Rhe1 Rfe8 Kf1 Rac8 Bxa7 b6 Na4 Ra8 Bxb6 Rxa4 Bc7,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6
QR3IXpzt,TRUE,1.50E+12,1.50E+12,56,resign,black,10+5,foucheval,1830,chesscarl,2126,c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 e5 Bg2 Nb6 d3 Be7 b3 O-O Bb2 Re8 Nf3 Nc6 O-O Bf8 Rc1 Nd4 e3 Nxf3+ Bxf3 c6 a3 Bh3 Re1 Be7 Bg2 Bxg2 Kxg2 Qd7 Ne4 Rad8 d4 Qc8 Nc5 exd4 exd4 Nd5 Qf3 Bg5 Rxe8+ Rxe8 Rc2 Re3 Qh5 Qf5 Re2 g6 g4 Nf4+ Kf1 Qb1+,A16,English Opening: Anglo-Gruenfeld Defense,4
4SrloqB0,TRUE,1.50E+12,1.50E+12,46,resign,black,10+5,comped,2001,chesscarl,2105,c4 Nf6 Nc3 e5 g3 d5 cxd5 Nxd5 Bg2 Nb6 Nf3 Nc6 e3 Bd6 d4 O-O O-O Bg4 Qd3 Be6 b3 Be7 Rd1 exd4 Nxd4 Nxd4 Qxd4 Qxd4 exd4 c6 Bb2 Rfd8 Rd3 Rd7 Rad1 Rad8 a4 Bxb3 R1d2 Bb4 Re2 Bc4 Rde3 Bxe2 Nxe2 Nxa4,A22,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
aQ1k38XF,TRUE,1.50E+12,1.50E+12,31,mate,white,10+5,chesscarl,2104,just_emza,1344,e4 e5 Nf3 d6 d4 Bg4 dxe5 dxe5 Qxd8+ Kxd8 Nxe5 Be6 Bf4 f6 Nf3 Nc6 Nc3 Nge7 O-O-O+ Bd7 Nb5 Ne5 Bxe5 fxe5 Nxe5 c6 Rxd7+ Kc8 Nd6+ Kb8 Rxb7#,C41,Philidor Defense,5
PccY4zs2,TRUE,1.50E+12,1.50E+12,66,resign,black,10+5,bshma,1918,chesscarl,2086,e4 c5 Nf3 Nc6 Nc3 e6 d3 d5 exd5 exd5 Be2 Nf6 d4 Bd6 Bg5 Be6 Bb5 O-O Bxc6 bxc6 Ne5 Qb6 Bxf6 gxf6 Nd3 c4 Nc5 Bxc5 dxc5 Qxb2 Ne2 Bf5 O-O Bxc2 Qd2 Rab8 Ng3 Bg6 Qf4 Qe5 Qe3 Rfe8 Qa3 Bd3 Rfd1 Rb2 Rxd3 cxd3 Qxd3 Rxf2 Kxf2 Qxa1 Qd2 Qe5 a4 Rb8 Qd1 Rb2+ Kg1 Qf4 Qe1 Kf8 Nh5 Qd4+ Kf1 Qd3+,B30,Sicilian Defense: Old Sicilian,4
MXV6B40A,TRUE,1.50E+12,1.50E+12,52,resign,white,10+5,chesscarl,2082,gfinch,1500,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O Qd3 Bxc3+ Qxc3 c5 dxc5 Nc6 Bg5 Ne4 Bxd8 Nxc3 Bc7 Ne4 Nd2 Nxd2 Kxd2 d5 cxd6 Ne5 e3 Ng4 f3 Nf6 Bd3 Bd7 Rac1 Ne8 Ba5 b6 Bc3 a5 Bd4 Rb8 b3 Nxd6 c5 bxc5 Bxc5 Bb5 Bxd6 Bxd3 Bxf8 Rd8 Be7 Rd7,E21,Nimzo-Indian Defense: Three Knights Variation,7
1mi2HfIm,TRUE,1.50E+12,1.50E+12,100,resign,black,10+5,thorfabian,1774,chesscarl,2071,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bc4 Nf6 Nc3 d6 O-O b5 Bb3 Be7 Re1 O-O Bg5 e5 Nf3 Nc6 Bxf6 Bxf6 Nd5 Bg4 h3 Bh5 Qd3 Bxf3 Qxf3 Bh4 c3 Qg5 Re3 Ra7 Rd1 Rd7 Nb6 Rb7 Nd5 Rd7 Qe2 Rb7 Rf3 Qg6 Ne3 Rd8 Nf5 Bg5 Rg3 Na5 h4 h6 hxg5 hxg5 Qg4 Nxb3 axb3 Rc7 Qxg5 Qxg5 Rxg5 g6 Nh6+ Kg7 Nf5+ Kf6 Rg3 gxf5 Rf3 Ke6 Rxf5 d5 Rh5 d4 Rh6+ f6 cxd4 Rxd4 Re1 Rc2 f4 Rdd2 Rg6 exf4 e5 Rxb2 exf6+ Kf7 Rh6 Rxg2+ Kh1 Rge2 Rg1 Ke6 Rf1 Rxb3 Rxf4 Rb1+,B41,Sicilian Defense: Kan Variation,8
yqlKfOAp,TRUE,1.50E+12,1.50E+12,10,resign,black,10+5,thorfabian,1778,chesscarl,2059,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Bd3 Nxd4,B33,Sicilian Defense: Open,8
PSjD1Xhv,TRUE,1.50E+12,1.50E+12,49,resign,black,10+5,thorfabian,1783,chesscarl,2045,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a3 e5 Nf3 Be7 Bc4 O-O O-O Nbd7 Re1 Nc5 b4 Be6 bxc5 Bxc4 cxd6 Qxd6 Qxd6 Bxd6 Bg5 Rac8 Bxf6 gxf6 Nd5 Bxd5 exd5 Rxc2 Re4 Bc5 Rg4+ Kh8 Rf1 Rd8 Nh4 Rxd5 Nf5 Rxf2 h3 Rxf5+ Kh1,B90,Sicilian Defense: Najdorf Variation,10
eswCrJcC,TRUE,1.50E+12,1.50E+12,100,mate,black,10+5,thorfabian,1788,chesscarl,2029,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Bg5 Rb8 Rb1 Bb4 Bc4 d5 exd5 cxd5 Bxf6 Qxf6 Bxd5 Ba6 a3 Bxc3+ bxc3 O-O c4 Rxb1 Qxb1 Qf4 O-O Bxc4 Bxc4 Qxc4 Re1 f6 Qb7 Qxc2 Qxa7 Qd2 Rf1 Rd8 h3 Rd7 Qb8+ Kf7 Qb3+ Qd5 Qc2 e4 a4 f5 Ra1 Kf6 a5 Qe5 Qc6+ Rd6 Qc1 Ra6 Ra4 Rxa5 Rxa5 Qxa5 Qc6+ Ke7 Qb7+ Kd6 Qxg7 Qe1+ Kh2 Qxf2 Qxh7 e3 Qh6+ Kd5 Qg7 e2 Qd7+ Kc4 Qe6+ Kc3 Qe5+ Kc2 Qc7+ Kd1 Qc3 Qf4+ g3 Qf2+ Kh1 e1=Q+ Qxe1+ Kxe1 h4 Kf1 h5 Qg1#,B33,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
D9vtX3w9,TRUE,1.50E+12,1.50E+12,107,resign,white,10+5,oilen1401,1609,chesscarl,2109,d4 d5 Nf3 Nf6 c4 e6 Nc3 c6 Bg5 h6 Bxf6 Qxf6 e3 Nd7 Bd3 dxc4 Bxc4 g6 O-O Bg7 Rc1 O-O Re1 Rd8 Qc2 Nb6 Ne4 Qe7 a3 Nxc4 Qxc4 e5 Nc5 exd4 exd4 Qd6 Qb3 Qd5 Qxd5 Rxd5 Re8+ Bf8 Rce1 Kg7 Ne4 Ra5 Nc3 f6 Rd8 Kf7 Ree8 Bxa3 bxa3 Rxa3 Nb1 Ra1 Nd2 Ra4 Rxc8 Rxc8 Rxc8 Rb4 Rc7+ Ke6 f3 Kd5 Rd7+ Ke6 Rg7 Kf5 g4+ Kg5 h4+ Kxh4 Rxg6 h5 Rh6 Rxd4 Ne4 Rd5 Rh7 Re5 Kf2 a5 Nxf6 Kg5 Nxh5 Rc5 Rxb7 Rb5 Rxb5+ cxb5 Nc3 b4 Ne4+ Kg6 Nc5 Kf7 f4 Ke7 f5 Kf7 g5 Kf8 g6 a4 Ne6+,D43,Semi-Slav Defense,8
Twie5enB,TRUE,1.50E+12,1.50E+12,44,mate,black,10+5,mahyir35,1701,chesscarl,2100,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 g6 Nc3 Bg7 h3 Nf6 g4 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Nd4 Bd3 Nxf3+ Kd1 h5 gxh5 Bf5 Rf1 Rxh5 Bd2 Bh6 Qe2 Bxd2 c4 Qxd3 Qxd3 Bxd3 Rh1 Bxc4 b3 Bd3 a4 Rc8 Ra2 Rc1#,B21,Sicilian Defense: Smith-Morra Gambit #2,3
eoC6bFlt,TRUE,1.50E+12,1.50E+12,27,resign,white,10+5,chesscarl,2091,mahyir35,1704,e4 d5 exd5 Qxd5 Nc3 Qe5+ Nge2 e6 d4 Qf6 Bf4 c5 Qd2 h6 dxc5 Bxc5 O-O-O Bxf2 Ne4 Qe7 Nd6+ Kf8 Nxc8 Qe8 Bd6+ Ne7 Nxe7,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Sex2TQMA,TRUE,1.50E+12,1.50E+12,72,resign,black,10+5,superii,1931,chesscarl,2061,e4 Nf6 Nc3 e5 Nf3 Nc6 Bb5 Nd4 Ba4 Nxf3+ Qxf3 c6 O-O d6 d3 Be7 Ne2 O-O Ng3 Bg4 Qe3 Be6 Qf3 Qd7 c3 d5 Bc2 Bg4 Qe3 Rfd8 h3 Be6 Qe1 dxe4 dxe4 Bc4 Ne2 Bd3 Bxd3 Qxd3 Ng3 Bc5 Kh1 h6 f3 Qc2 Qe2 Qd3 c4 Rac8 b3 Qxe2 Nxe2 a5 Ng3 Bd4 Rb1 Rc7 Nf5 b6 Bb2 Bxb2 Rxb2 Rcd7 Kg1 Kf8 Re2 Nh5 g3 g6 g4 Nf4,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
5Si2wSRc,FALSE,1.50E+12,1.50E+12,21,outoftime,white,180+0,knight602,1408,connorslaskowski,1396,d4 d5 c4 e6 c5 b6 e3 bxc5 dxc5 c6 Bd3 Bxc5 Nf3 Bb4+ Nc3 Ba5 a3 Nd7 b4 Bb6 O-O,D30,Queen's Gambit Declined,4
iKbLCzcl,TRUE,1.50E+12,1.50E+12,91,mate,white,10+0,knight602,1398,dumas27,1383,d4 d5 c4 e6 e3 Nf6 Nf3 Bb4+ Bd2 Bd6 Nc3 c5 cxd5 exd5 dxc5 Bxc5 Qc2 g6 Bd3 d4 Ne4 Nxe4 Bxe4 O-O Qxc5 dxe3 fxe3 Be6 Qe5 Nc6 Qf4 f5 Bxc6 bxc6 Rd1 c5 Qh6 Kf7 Qxh7+ Ke8 Qxg6+ Rf7 Qxe6+ Qe7 Qc6+ Qd7 Qxa8+ Qd8 Qxd8+ Kxd8 Ba5+ Kc8 Rd8+ Kb7 O-O Ka6 Bc3 Rb7 h4 Kb5 h5 Rh7 b3 Rxh5 a4+ Kc6 Ne5+ Kb7 Rf8 a6 R8xf5 Rh6 g4 Rb6 g5 Rxb3 Rc1 Ra3 g6 Rxa4 g7 Ra3 g8=Q a5 Rb1+ Ka6 Qe6+ Ka7 Rf7+ Ka8 Qe8#,D30,Queen's Gambit Declined,4
2MbA3y3n,TRUE,1.50E+12,1.50E+12,35,resign,white,10+0,knight602,1387,leolayon,1399,d4 d5 c4 c6 cxd5 cxd5 Nc3 e6 Nf3 Nf6 Bg5 Be7 e3 Nbd7 Bd3 Bb4 Qc2 h6 Bh4 g5 Bg3 b6 Ne5 Bb7 Nxd7 Qxd7 a3 Bxc3+ Qxc3 Qc6 Qb4 a5 Qb3 Ne4 Bb5,D10,Slav Defense: Exchange Variation,5
P5HuMoRZ,TRUE,1.50E+12,1.50E+12,50,mate,black,10+0,knight602,1394,bababird,1512,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nb6 Be3 e6 Nc3 g6 Bb5+ Bd7 Bxd7+ N8xd7 Nf3 Nc4 Qe2 Nxe3 Qxe3 Bg7 e5 O-O O-O b6 Ng5 Bh6 Nce4 f5 f4 fxe4 Nxe6 Qh4 Nxf8 Rxf8 g3 Qh3 Qxe4 Bg7 e6 Nf6 Qe2 Re8 Rfe1 Nh5 e7 Bxd4+ Kh1 Nxg3#,D06,Queen's Gambit Refused: Marshall Defense,4
QgodfZ9N,TRUE,1.50E+12,1.50E+12,56,resign,black,10+0,negativegerilla,1479,knight602,1381,e4 c5 Nf3 Nc6 Nc3 d6 Bb5 g6 h3 Bg7 d3 Qb6 O-O a6 Bxc6+ Qxc6 Be3 Nf6 Qe2 O-O Rad1 e5 a3 b5 b3 b4 axb4 cxb4 Nb1 Be6 Qd2 a5 Ng5 Rfe8 Nxe6 Rxe6 f4 Rc8 Rc1 Bh6 fxe5 Bxe3+ Qxe3 dxe5 Nd2 a4 Nc4 a3 Qg5 Kg7 Nxe5 Qc5+ Kh2 Qxe5+ Qxe5 Rxe5,B30,Sicilian Defense: Old Sicilian,4
8FYUaMEF,TRUE,1.50E+12,1.50E+12,37,resign,white,10+0,knight602,1371,cistajeba,1374,d4 d5 c4 e6 c5 Nc6 Nc3 Nf6 Bg5 e5 e3 Bg4 Bxf6 Bxd1 Bxd8 Nxd8 Rxd1 e4 Bb5+ c6 Ba4 Ne6 f3 Be7 fxe4 dxe4 Nxe4 O-O Nf3 b5 Bb3 a5 a3 a4 Ba2 f5 Bxe6+,D30,Queen's Gambit Declined,4
OLLL4UW9,TRUE,1.50E+12,1.50E+12,66,resign,black,10+0,mani66,1372,knight602,1360,e4 c5 Nf3 Nc6 Nc3 g6 a3 Bg7 Bb5 d6 O-O Qb6 h3 a6 Bxc6+ Qxc6 Nd5 Nf6 Nxf6+ Bxf6 c3 O-O d3 d5 exd5 Qxd5 Be3 Be6 Qd2 Rad8 d4 Bf5 Rad1 cxd4 cxd4 h5 Qb4 b5 Qc5 Bc2 Qxd5 Rxd5 Rd2 Be4 Rdd1 Bxf3 gxf3 Bg5 Bxg5 Rxg5+ Kh2 Rd8 Rfe1 Kf8 Re4 Rgd5 Rde1 R8d7 Rd1 g5 f4 f5 Re5 gxf4 Rxf5+ Rxf5,B30,Sicilian Defense: Old Sicilian,4
hjAt7pYG,TRUE,1.50E+12,1.50E+12,40,resign,white,10+0,knight602,1351,kskatem,1287,d4 e6 e4 Nf6 e5 Nd5 Bc4 Nc6 Bxd5 exd5 Nc3 Nb4 a3 Nxc2+ Qxc2 c6 Nf3 Be7 O-O O-O Qf5 f6 Qg4 g5 exf6 Bxf6 Bxg5 Bxg5 Nxg5 Kh8 Qh5 Qe7 Rfe1 Qg7 Re5 Rg8 Rf5 d6 Nf7+ Qxf7,C01,French Defense: Mediterranean Defense,4
WZ0QVNtC,TRUE,1.50E+12,1.50E+12,32,mate,black,20+0,noddlep2,1209,dkermanns,1265,Nc3 d5 Nxd5 Qxd5 c4 Qd8 b3 e5 g4 e4 e3 h6 d4 exd3 Bd2 Nf6 a3 Bxg4 Qb1 Be2 Bh3 Ne4 Bb4 Bxb4+ axb4 O-O Qa2 Nc6 b5 Nb4 Qa4 Nc2#,A00,Van Geet Opening,1
nt4Pwj5C,TRUE,1.50E+12,1.50E+12,26,mate,black,17+5,noddlep2,1221,def--spb,1820,e4 e5 c4 Nf6 f3 Bc5 Ne2 Nc6 Nbc3 a6 h4 d6 g3 Nh5 g4 Nf4 Nxf4 exf4 d3 Qf6 Na4 Ba7 d4 Qxd4 Bd2 Qf2#,C20,English Opening: The Whale,3
EfbR5viI,TRUE,1.50E+12,1.50E+12,89,mate,white,8+0,wilk,1332,noddlep2,1500,d4 b5 f3 g5 g4 a5 h4 gxh4 Rxh4 Nf6 Be3 d6 Rh1 c5 dxc5 dxc5 Qc1 c4 Bf2 a4 c3 Nc6 Bg2 Na5 e4 Ng8 Ne2 Bh6 Bg3 Bxc1 Nxc1 Qd6 Bxd6 exd6 Ne2 Ne7 Kf2 Ng6 Rd1 f6 Rxd6 O-O f4 Ra6 Rd5 Bxg4 Rxb5 Nb7 Rxb7 Bxe2 Kxe2 Nxf4+ Kf2 Nxg2 Kxg2 h5 Nd2 Re6 Rh1 Re5 Rb4 Rg5+ Kf3 f5 exf5 Rgxf5+ Ke4 Rf2 Nxc4 Rd8 Rxa4 h4 Rxh4 Rf1 Rg4+ Kf8 Ra6 Rb1 Re6 Kf7 Re5 Re1+ Ne3 Ra8 Rf4+ Kg8 Rg5+ Kh7 Rh4#,A40,Polish Defense,2
JrlAIscq,TRUE,1.50E+12,1.50E+12,65,resign,black,30+0,cheateralert,1528,dbmcdonald,1369,d4 d5 Nf3 e6 Bf4 Nf6 Nbd2 c5 c3 Nc6 e3 Be7 h3 Bd6 Bxd6 Qxd6 c4 cxd4 exd4 dxc4 Nxc4 Qb4+ Qd2 O-O Be2 Qxd2+ Ncxd2 Rd8 Nb3 a5 a4 Nb4 O-O b6 Rad1 Bd7 Bb5 Bxb5 axb5 Rd5 Rc1 Rxb5 Ne5 Nbd5 Nd2 Rxb2 Ndf3 a4 Ra1 a3 Rfc1 h6 Kh2 Rxf2 h4 a2 Kg1 Re2 g3 Ne4 g4 Nf4 Re1 Nh3+ Kf1,D02,Queen's Pawn Game: Zukertort Variation,3
Pl9lWO03,TRUE,1.50E+12,1.50E+12,37,resign,white,30+0,dbmcdonald,1231,cheateralert,1545,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 exd4 Nxd4 Bd7 Nc3 Be7 Nxc6 Bxc6 Bxc6+ bxc6 Be3 d5 e5 Nd7 Qg4 g6 Qa4 O-O f4 Nb6 Qxc6 Re8 Rad1 Bf8 Bxb6 axb6 Nxd5 Qc8 Nf6+,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
1PCJShdC,TRUE,1.50E+12,1.50E+12,48,resign,white,15+15,dbmcdonald,1142,zwickdendackl,1138,e4 e5 Nf3 Nf6 Nxe5 d6 Bc4 dxe5 d3 Be6 Bxe6 fxe6 Be3 Nc6 O-O g6 Nd2 h5 h3 b6 a3 Bc5 Bxc5 bxc5 b4 cxb4 axb4 Nxb4 Nc4 Qd4 c3 Qxc3 Qa4+ Nd7 Ra3 Qb2 Nxb2 Rb8 Rc1 c6 Qxa7 O-O Qxd7 Rbe8 Ra7 Rf7 Qxf7+ Kh8,C42,Petrov's Defense #3,6
KsrYTVJW,TRUE,1.50E+12,1.50E+12,54,outoftime,black,10+0,dbmcdonald,1263,fatih221b,1264,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nc6 Be2 g6 Nxc6 bxc6 Nc3 d5 exd5 cxd5 Nxd5 Bc5 Bf4 Qh4 g3 Qd8 Nxc7+ Ke7 Qxd8+ Kxd8 O-O-O+ Ke7 Bf3 Rb8 Nd5+ Kd7 Bxb8 Bxf2 Be5 Ke6 Bxh8 Ne7 Rhf1 Bc5 b4 Bd6 Rfe1+ Kd7 Rxe7+ Bxe7 Nxe7+ Kxe7 Re1+ Kf8 Be5 a6 Bc6 f5,C41,Philidor Defense: Exchange Variation #2,7
